dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,cum_cases,cum_deaths,Days_10cases,Days_5deaths,cases_doubling,deaths_doubling
2020-01-24,24,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0,0,12,12
2020-01-25,25,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0,0,12,12
2020-01-26,26,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0,0,12,12
2020-01-27,27,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0,0,12,12
2020-01-28,28,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0,0,12,12
2020-01-29,29,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0,0,12,12
2020-01-30,30,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0,0,12,12
2020-01-31,31,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0,0,12,12
2020-02-01,1,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0,0,12,12
2020-02-02,2,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0,0,12,12
2020-02-03,3,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0,0,12,12
2020-02-04,4,2,2020,1,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-05,5,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-06,6,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-07,7,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-08,8,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-09,9,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-10,10,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-11,11,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-12,12,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-13,13,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-14,14,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-15,15,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-16,16,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-17,17,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-18,18,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-19,19,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-20,20,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-21,21,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-22,22,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-23,23,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-24,24,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-25,25,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-26,26,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-27,27,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-28,28,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-02-29,29,2,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-03-01,1,3,2020,0,0,Belgium,BE,BEL,11422068,1,0,0,0,12,12
2020-03-02,2,3,2020,1,0,Belgium,BE,BEL,11422068,2,0,0,0,12,12
2020-03-03,3,3,2020,6,0,Belgium,BE,BEL,11422068,8,0,0,0,12,12
2020-03-04,4,3,2020,5,0,Belgium,BE,BEL,11422068,13,0,1,0,12,12
2020-03-05,5,3,2020,10,0,Belgium,BE,BEL,11422068,23,0,2,0,12,12
2020-03-06,6,3,2020,27,0,Belgium,BE,BEL,11422068,50,0,3,0,12,12
2020-03-07,7,3,2020,59,0,Belgium,BE,BEL,11422068,109,0,4,0,12,12
2020-03-08,8,3,2020,60,0,Belgium,BE,BEL,11422068,169,0,5,0,12,12
2020-03-09,9,3,2020,31,0,Belgium,BE,BEL,11422068,200,0,6,0,12,12
2020-03-10,10,3,2020,39,0,Belgium,BE,BEL,11422068,239,0,7,0,12,12
2020-03-11,11,3,2020,28,0,Belgium,BE,BEL,11422068,267,0,8,0,12,12
2020-03-12,12,3,2020,47,3,Belgium,BE,BEL,11422068,314,3,9,0,12,12
2020-03-13,13,3,2020,85,0,Belgium,BE,BEL,11422068,399,3,10,0,12,12
2020-03-14,14,3,2020,160,0,Belgium,BE,BEL,11422068,559,3,11,0,12,12
2020-03-15,15,3,2020,130,1,Belgium,BE,BEL,11422068,689,4,12,0,12,12
2020-03-16,16,3,2020,197,0,Belgium,BE,BEL,11422068,886,4,13,0,12,12
2020-03-17,17,3,2020,199,1,Belgium,BE,BEL,11422068,1085,5,14,1,12,12
2020-03-18,18,3,2020,158,0,Belgium,BE,BEL,11422068,1243,5,15,2,12,12
2020-03-19,19,3,2020,243,9,Belgium,BE,BEL,11422068,1486,14,16,3,12,12
2020-03-20,20,3,2020,309,7,Belgium,BE,BEL,11422068,1795,21,17,4,12,12
2020-03-21,21,3,2020,462,16,Belgium,BE,BEL,11422068,2257,37,18,5,12,12
2020-03-22,22,3,2020,558,30,Belgium,BE,BEL,11422068,2815,67,19,6,12,12
2020-03-23,23,3,2020,586,8,Belgium,BE,BEL,11422068,3401,75,20,7,12,12
2020-03-24,24,3,2020,342,13,Belgium,BE,BEL,11422068,3743,88,21,8,12,12
2020-03-25,25,3,2020,526,34,Belgium,BE,BEL,11422068,4269,122,22,9,12,12
2020-03-26,26,3,2020,668,56,Belgium,BE,BEL,11422068,4937,178,23,10,12,12
2020-03-27,27,3,2020,1298,42,Belgium,BE,BEL,11422068,6235,220,24,11,12,12
2020-03-28,28,3,2020,1049,69,Belgium,BE,BEL,11422068,7284,289,25,12,12,12
2020-03-29,29,3,2020,1850,64,Belgium,BE,BEL,11422068,9134,353,26,13,12,12
2020-03-30,30,3,2020,1702,78,Belgium,BE,BEL,11422068,10836,431,27,14,12,12
2020-03-31,31,3,2020,1063,82,Belgium,BE,BEL,11422068,11899,513,28,15,12,12
2020-04-01,1,4,2020,876,192,Belgium,BE,BEL,11422068,12775,705,29,16,12,12
2020-04-02,2,4,2020,1189,123,Belgium,BE,BEL,11422068,13964,828,30,17,12,12
2020-04-03,3,4,2020,1384,183,Belgium,BE,BEL,11422068,15348,1011,31,18,12,12
2020-04-04,4,4,2020,1422,132,Belgium,BE,BEL,11422068,16770,1143,32,19,12,12
2020-04-05,5,4,2020,1661,140,Belgium,BE,BEL,11422068,18431,1283,33,20,12,12
2020-04-06,6,4,2020,1260,164,Belgium,BE,BEL,11422068,19691,1447,34,21,12,12
2020-04-07,7,4,2020,1123,185,Belgium,BE,BEL,11422068,20814,1632,35,22,12,12
2020-04-08,8,4,2020,1380,403,Belgium,BE,BEL,11422068,22194,2035,36,23,12,12
2020-04-09,9,4,2020,1209,205,Belgium,BE,BEL,11422068,23403,2240,37,24,12,12
2020-04-10,10,4,2020,1580,283,Belgium,BE,BEL,11422068,24983,2523,38,25,12,12
2020-04-11,11,4,2020,1684,496,Belgium,BE,BEL,11422068,26667,3019,39,26,12,12
2020-04-12,12,4,2020,1351,327,Belgium,BE,BEL,11422068,28018,3346,40,27,12,12
2020-04-13,13,4,2020,1629,254,Belgium,BE,BEL,11422068,29647,3600,41,28,12,12
2020-04-14,14,4,2020,942,303,Belgium,BE,BEL,11422068,30589,3903,42,29,12,12
2019-12-31,31,12,2019,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-01,1,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-02,2,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-03,3,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-04,4,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-05,5,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-06,6,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-07,7,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-08,8,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-09,9,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-10,10,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-11,11,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-12,12,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-13,13,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-14,14,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-15,15,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-16,16,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-17,17,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-18,18,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-19,19,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-20,20,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-21,21,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-22,22,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-23,23,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-24,24,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-25,25,1,2020,0,0,Canada,CA,CAN,37058856,0,0,0,0,12,12
2020-01-26,26,1,2020,1,0,Canada,CA,CAN,37058856,1,0,0,0,12,12
2020-01-27,27,1,2020,0,0,Canada,CA,CAN,37058856,1,0,0,0,12,12
2020-01-28,28,1,2020,1,0,Canada,CA,CAN,37058856,2,0,0,0,12,12
2020-01-29,29,1,2020,1,0,Canada,CA,CAN,37058856,3,0,0,0,12,12
2020-01-30,30,1,2020,0,0,Canada,CA,CAN,37058856,3,0,0,0,12,12
2020-01-31,31,1,2020,0,0,Canada,CA,CAN,37058856,3,0,0,0,12,12
2020-02-01,1,2,2020,1,0,Canada,CA,CAN,37058856,4,0,0,0,12,12
2020-02-02,2,2,2020,0,0,Canada,CA,CAN,37058856,4,0,0,0,12,12
2020-02-03,3,2,2020,0,0,Canada,CA,CAN,37058856,4,0,0,0,12,12
2020-02-04,4,2,2020,0,0,Canada,CA,CAN,37058856,4,0,0,0,12,12
2020-02-05,5,2,2020,1,0,Canada,CA,CAN,37058856,5,0,0,0,12,12
2020-02-06,6,2,2020,0,0,Canada,CA,CAN,37058856,5,0,0,0,12,12
2020-02-07,7,2,2020,2,0,Canada,CA,CAN,37058856,7,0,0,0,12,12
2020-02-08,8,2,2020,0,0,Canada,CA,CAN,37058856,7,0,0,0,12,12
2020-02-09,9,2,2020,0,0,Canada,CA,CAN,37058856,7,0,0,0,12,12
2020-02-10,10,2,2020,0,0,Canada,CA,CAN,37058856,7,0,0,0,12,12
2020-02-11,11,2,2020,0,0,Canada,CA,CAN,37058856,7,0,0,0,12,12
2020-02-12,12,2,2020,0,0,Canada,CA,CAN,37058856,7,0,0,0,12,12
2020-02-13,13,2,2020,0,0,Canada,CA,CAN,37058856,7,0,0,0,12,12
2020-02-14,14,2,2020,0,0,Canada,CA,CAN,37058856,7,0,0,0,12,12
2020-02-15,15,2,2020,1,0,Canada,CA,CAN,37058856,8,0,0,0,12,12
2020-02-16,16,2,2020,0,0,Canada,CA,CAN,37058856,8,0,0,0,12,12
2020-02-17,17,2,2020,0,0,Canada,CA,CAN,37058856,8,0,0,0,12,12
2020-02-18,18,2,2020,0,0,Canada,CA,CAN,37058856,8,0,0,0,12,12
2020-02-19,19,2,2020,0,0,Canada,CA,CAN,37058856,8,0,0,0,12,12
2020-02-20,20,2,2020,0,0,Canada,CA,CAN,37058856,8,0,0,0,12,12
2020-02-21,21,2,2020,1,0,Canada,CA,CAN,37058856,9,0,0,0,12,12
2020-02-22,22,2,2020,0,0,Canada,CA,CAN,37058856,9,0,0,0,12,12
2020-02-23,23,2,2020,0,0,Canada,CA,CAN,37058856,9,0,0,0,12,12
2020-02-24,24,2,2020,0,0,Canada,CA,CAN,37058856,9,0,0,0,12,12
2020-02-25,25,2,2020,2,0,Canada,CA,CAN,37058856,11,0,1,0,12,12
2020-02-26,26,2,2020,0,0,Canada,CA,CAN,37058856,11,0,2,0,12,12
2020-02-27,27,2,2020,1,0,Canada,CA,CAN,37058856,12,0,3,0,12,12
2020-02-28,28,2,2020,2,0,Canada,CA,CAN,37058856,14,0,4,0,12,12
2020-02-29,29,2,2020,2,0,Canada,CA,CAN,37058856,16,0,5,0,12,12
2020-03-01,1,3,2020,4,0,Canada,CA,CAN,37058856,20,0,6,0,12,12
2020-03-02,2,3,2020,4,0,Canada,CA,CAN,37058856,24,0,7,0,12,12
2020-03-03,3,3,2020,3,0,Canada,CA,CAN,37058856,27,0,8,0,12,12
2020-03-04,4,3,2020,3,0,Canada,CA,CAN,37058856,30,0,9,0,12,12
2020-03-05,5,3,2020,3,0,Canada,CA,CAN,37058856,33,0,10,0,12,12
2020-03-06,6,3,2020,12,0,Canada,CA,CAN,37058856,45,0,11,0,12,12
2020-03-07,7,3,2020,6,0,Canada,CA,CAN,37058856,51,0,12,0,12,12
2020-03-08,8,3,2020,6,0,Canada,CA,CAN,37058856,57,0,13,0,12,12
2020-03-09,9,3,2020,5,0,Canada,CA,CAN,37058856,62,0,14,0,12,12
2020-03-10,10,3,2020,15,1,Canada,CA,CAN,37058856,77,1,15,0,12,12
2020-03-11,11,3,2020,16,0,Canada,CA,CAN,37058856,93,1,16,0,12,12
2020-03-12,12,3,2020,10,0,Canada,CA,CAN,37058856,103,1,17,0,12,12
2020-03-13,13,3,2020,35,0,Canada,CA,CAN,37058856,138,1,18,0,12,12
2020-03-14,14,3,2020,38,0,Canada,CA,CAN,37058856,176,1,19,0,12,12
2020-03-15,15,3,2020,68,0,Canada,CA,CAN,37058856,244,1,20,0,12,12
2020-03-16,16,3,2020,60,0,Canada,CA,CAN,37058856,304,1,21,0,12,12
2020-03-17,17,3,2020,120,3,Canada,CA,CAN,37058856,424,4,22,0,12,12
2020-03-18,18,3,2020,145,4,Canada,CA,CAN,37058856,569,8,23,1,12,12
2020-03-19,19,3,2020,121,1,Canada,CA,CAN,37058856,690,9,24,2,12,12
2020-03-20,20,3,2020,156,1,Canada,CA,CAN,37058856,846,10,25,3,12,12
2020-03-21,21,3,2020,125,2,Canada,CA,CAN,37058856,971,12,26,4,12,12
2020-03-22,22,3,2020,260,1,Canada,CA,CAN,37058856,1231,13,27,5,12,12
2020-03-23,23,3,2020,199,5,Canada,CA,CAN,37058856,1430,18,28,6,12,12
2020-03-24,24,3,2020,216,6,Canada,CA,CAN,37058856,1646,24,29,7,12,12
2020-03-25,25,3,2020,313,3,Canada,CA,CAN,37058856,1959,27,30,8,12,12
2020-03-26,26,3,2020,1426,8,Canada,CA,CAN,37058856,3385,35,31,9,12,12
2020-03-27,27,3,2020,633,4,Canada,CA,CAN,37058856,4018,39,32,10,12,12
2020-03-28,28,3,2020,671,14,Canada,CA,CAN,37058856,4689,53,33,11,12,12
2020-03-29,29,3,2020,697,7,Canada,CA,CAN,37058856,5386,60,34,12,12,12
2020-03-30,30,3,2020,869,1,Canada,CA,CAN,37058856,6255,61,35,13,12,12
2020-03-31,31,3,2020,1169,28,Canada,CA,CAN,37058856,7424,89,36,14,12,12
2020-04-01,1,4,2020,1112,7,Canada,CA,CAN,37058856,8536,96,37,15,12,12
2020-04-02,2,4,2020,1059,13,Canada,CA,CAN,37058856,9595,109,38,16,12,12
2020-04-03,3,4,2020,1673,29,Canada,CA,CAN,37058856,11268,138,39,17,12,12
2020-04-04,4,4,2020,1251,49,Canada,CA,CAN,37058856,12519,187,40,18,12,12
2020-04-05,5,4,2020,1363,44,Canada,CA,CAN,37058856,13882,231,41,19,12,12
2020-04-06,6,4,2020,1614,49,Canada,CA,CAN,37058856,15496,280,42,20,12,12
2020-04-07,7,4,2020,1157,43,Canada,CA,CAN,37058856,16653,323,43,21,12,12
2020-04-08,8,4,2020,1230,57,Canada,CA,CAN,37058856,17883,380,44,22,12,12
2020-04-09,9,4,2020,1391,55,Canada,CA,CAN,37058856,19274,435,45,23,12,12
2020-04-10,10,4,2020,1474,74,Canada,CA,CAN,37058856,20748,509,46,24,12,12
2020-04-11,11,4,2020,1385,60,Canada,CA,CAN,37058856,22133,569,47,25,12,12
2020-04-12,12,4,2020,1168,84,Canada,CA,CAN,37058856,23301,653,48,26,12,12
2020-04-13,13,4,2020,1064,64,Canada,CA,CAN,37058856,24365,717,49,27,12,12
2020-04-14,14,4,2020,1298,63,Canada,CA,CAN,37058856,25663,780,50,28,12,12
2019-12-31,31,12,2019,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-01,1,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-02,2,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-03,3,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-04,4,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-05,5,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-06,6,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-07,7,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-08,8,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-09,9,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-10,10,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-11,11,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-12,12,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-13,13,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-14,14,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-15,15,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-16,16,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-17,17,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-18,18,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-19,19,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-20,20,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-21,21,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-22,22,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-23,23,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-24,24,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-25,25,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-26,26,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-27,27,1,2020,0,0,Germany,DE,DEU,82927922,0,0,0,0,12,12
2020-01-28,28,1,2020,1,0,Germany,DE,DEU,82927922,1,0,0,0,12,12
2020-01-29,29,1,2020,3,0,Germany,DE,DEU,82927922,4,0,0,0,12,12
2020-01-30,30,1,2020,0,0,Germany,DE,DEU,82927922,4,0,0,0,12,12
2020-01-31,31,1,2020,1,0,Germany,DE,DEU,82927922,5,0,0,0,12,12
2020-02-01,1,2,2020,2,0,Germany,DE,DEU,82927922,7,0,0,0,12,12
2020-02-02,2,2,2020,1,0,Germany,DE,DEU,82927922,8,0,0,0,12,12
2020-02-03,3,2,2020,1,0,Germany,DE,DEU,82927922,9,0,0,0,12,12
2020-02-04,4,2,2020,2,0,Germany,DE,DEU,82927922,11,0,1,0,12,12
2020-02-05,5,2,2020,0,0,Germany,DE,DEU,82927922,11,0,2,0,12,12
2020-02-06,6,2,2020,0,0,Germany,DE,DEU,82927922,11,0,3,0,12,12
2020-02-07,7,2,2020,1,0,Germany,DE,DEU,82927922,12,0,4,0,12,12
2020-02-08,8,2,2020,1,0,Germany,DE,DEU,82927922,13,0,5,0,12,12
2020-02-09,9,2,2020,0,0,Germany,DE,DEU,82927922,13,0,6,0,12,12
2020-02-10,10,2,2020,0,0,Germany,DE,DEU,82927922,13,0,7,0,12,12
2020-02-11,11,2,2020,0,0,Germany,DE,DEU,82927922,13,0,8,0,12,12
2020-02-12,12,2,2020,2,0,Germany,DE,DEU,82927922,15,0,9,0,12,12
2020-02-13,13,2,2020,0,0,Germany,DE,DEU,82927922,15,0,10,0,12,12
2020-02-14,14,2,2020,0,0,Germany,DE,DEU,82927922,15,0,11,0,12,12
2020-02-15,15,2,2020,0,0,Germany,DE,DEU,82927922,15,0,12,0,12,12
2020-02-16,16,2,2020,0,0,Germany,DE,DEU,82927922,15,0,13,0,12,12
2020-02-17,17,2,2020,0,0,Germany,DE,DEU,82927922,15,0,14,0,12,12
2020-02-18,18,2,2020,0,0,Germany,DE,DEU,82927922,15,0,15,0,12,12
2020-02-19,19,2,2020,0,0,Germany,DE,DEU,82927922,15,0,16,0,12,12
2020-02-20,20,2,2020,0,0,Germany,DE,DEU,82927922,15,0,17,0,12,12
2020-02-21,21,2,2020,0,0,Germany,DE,DEU,82927922,15,0,18,0,12,12
2020-02-22,22,2,2020,0,0,Germany,DE,DEU,82927922,15,0,19,0,12,12
2020-02-23,23,2,2020,0,0,Germany,DE,DEU,82927922,15,0,20,0,12,12
2020-02-24,24,2,2020,0,0,Germany,DE,DEU,82927922,15,0,21,0,12,12
2020-02-25,25,2,2020,0,0,Germany,DE,DEU,82927922,15,0,22,0,12,12
2020-02-26,26,2,2020,2,0,Germany,DE,DEU,82927922,17,0,23,0,12,12
2020-02-27,27,2,2020,4,0,Germany,DE,DEU,82927922,21,0,24,0,12,12
2020-02-28,28,2,2020,26,0,Germany,DE,DEU,82927922,47,0,25,0,12,12
2020-02-29,29,2,2020,10,0,Germany,DE,DEU,82927922,57,0,26,0,12,12
2020-03-01,1,3,2020,54,0,Germany,DE,DEU,82927922,111,0,27,0,12,12
2020-03-02,2,3,2020,18,0,Germany,DE,DEU,82927922,129,0,28,0,12,12
2020-03-03,3,3,2020,28,0,Germany,DE,DEU,82927922,157,0,29,0,12,12
2020-03-04,4,3,2020,39,0,Germany,DE,DEU,82927922,196,0,30,0,12,12
2020-03-05,5,3,2020,66,0,Germany,DE,DEU,82927922,262,0,31,0,12,12
2020-03-06,6,3,2020,138,0,Germany,DE,DEU,82927922,400,0,32,0,12,12
2020-03-07,7,3,2020,284,0,Germany,DE,DEU,82927922,684,0,33,0,12,12
2020-03-08,8,3,2020,163,0,Germany,DE,DEU,82927922,847,0,34,0,12,12
2020-03-09,9,3,2020,55,0,Germany,DE,DEU,82927922,902,0,35,0,12,12
2020-03-10,10,3,2020,237,2,Germany,DE,DEU,82927922,1139,2,36,0,12,12
2020-03-11,11,3,2020,157,0,Germany,DE,DEU,82927922,1296,2,37,0,12,12
2020-03-12,12,3,2020,271,1,Germany,DE,DEU,82927922,1567,3,38,0,12,12
2020-03-13,13,3,2020,802,2,Germany,DE,DEU,82927922,2369,5,39,1,12,12
2020-03-14,14,3,2020,693,0,Germany,DE,DEU,82927922,3062,5,40,2,12,12
2020-03-15,15,3,2020,733,3,Germany,DE,DEU,82927922,3795,8,41,3,12,12
2020-03-16,16,3,2020,1043,4,Germany,DE,DEU,82927922,4838,12,42,4,12,12
2020-03-17,17,3,2020,1174,1,Germany,DE,DEU,82927922,6012,13,43,5,12,12
2020-03-18,18,3,2020,1144,0,Germany,DE,DEU,82927922,7156,13,44,6,12,12
2020-03-19,19,3,2020,1042,0,Germany,DE,DEU,82927922,8198,13,45,7,12,12
2020-03-20,20,3,2020,5940,30,Germany,DE,DEU,82927922,14138,43,46,8,12,12
2020-03-21,21,3,2020,4049,2,Germany,DE,DEU,82927922,18187,45,47,9,12,12
2020-03-22,22,3,2020,3276,22,Germany,DE,DEU,82927922,21463,67,48,10,12,12
2020-03-23,23,3,2020,3311,27,Germany,DE,DEU,82927922,24774,94,49,11,12,12
2020-03-24,24,3,2020,4438,32,Germany,DE,DEU,82927922,29212,126,50,12,12,12
2020-03-25,25,3,2020,2342,23,Germany,DE,DEU,82927922,31554,149,51,13,12,12
2020-03-26,26,3,2020,4954,49,Germany,DE,DEU,82927922,36508,198,52,14,12,12
2020-03-27,27,3,2020,5780,55,Germany,DE,DEU,82927922,42288,253,53,15,12,12
2020-03-28,28,3,2020,6294,72,Germany,DE,DEU,82927922,48582,325,54,16,12,12
