dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,cum_cases,cum_deaths,Days_10cases,Days_5deaths,cases_doubling,deaths_doubling
2020-01-22,22,1,2020,0,0,Spain,ES,ESP,46723749,0,0,0,0,,
2020-01-23,23,1,2020,0,0,Spain,ES,ESP,46723749,0,0,0,0,,
2020-01-24,24,1,2020,0,0,Spain,ES,ESP,46723749,0,0,0,0,,
2020-01-25,25,1,2020,0,0,Spain,ES,ESP,46723749,0,0,0,0,,
2020-01-26,26,1,2020,0,0,Spain,ES,ESP,46723749,0,0,0,0,,
2020-01-27,27,1,2020,0,0,Spain,ES,ESP,46723749,0,0,0,0,,
2020-01-28,28,1,2020,0,0,Spain,ES,ESP,46723749,0,0,0,0,,
2020-01-29,29,1,2020,0,0,Spain,ES,ESP,46723749,0,0,0,0,,
2020-01-30,30,1,2020,0,0,Spain,ES,ESP,46723749,0,0,0,0,,
2020-01-31,31,1,2020,0,0,Spain,ES,ESP,46723749,0,0,0,0,,
2020-02-01,1,2,2020,1,0,Spain,ES,ESP,46723749,1,0,0,0,,
2020-02-02,2,2,2020,0,0,Spain,ES,ESP,46723749,1,0,0,0,,
2020-02-03,3,2,2020,0,0,Spain,ES,ESP,46723749,1,0,0,0,,
2020-02-04,4,2,2020,0,0,Spain,ES,ESP,46723749,1,0,0,0,,
2020-02-05,5,2,2020,0,0,Spain,ES,ESP,46723749,1,0,0,0,,
2020-02-06,6,2,2020,0,0,Spain,ES,ESP,46723749,1,0,0,0,,
2020-02-07,7,2,2020,0,0,Spain,ES,ESP,46723749,1,0,0,0,,
2020-02-08,8,2,2020,0,0,Spain,ES,ESP,46723749,1,0,0,0,,
2020-02-09,9,2,2020,0,0,Spain,ES,ESP,46723749,1,0,0,0,,
2020-02-10,10,2,2020,1,0,Spain,ES,ESP,46723749,2,0,0,0,,
2020-02-11,11,2,2020,0,0,Spain,ES,ESP,46723749,2,0,0,0,,
2020-02-12,12,2,2020,0,0,Spain,ES,ESP,46723749,2,0,0,0,,
2020-02-13,13,2,2020,0,0,Spain,ES,ESP,46723749,2,0,0,0,,
2020-02-14,14,2,2020,0,0,Spain,ES,ESP,46723749,2,0,0,0,,
2020-02-15,15,2,2020,0,0,Spain,ES,ESP,46723749,2,0,0,0,,
2020-02-16,16,2,2020,0,0,Spain,ES,ESP,46723749,2,0,0,0,,
2020-02-17,17,2,2020,0,0,Spain,ES,ESP,46723749,2,0,0,0,,
2020-02-18,18,2,2020,0,0,Spain,ES,ESP,46723749,2,0,0,0,,
2020-02-19,19,2,2020,0,0,Spain,ES,ESP,46723749,2,0,0,0,,
2020-02-20,20,2,2020,0,0,Spain,ES,ESP,46723749,2,0,0,0,,
2020-02-21,21,2,2020,0,0,Spain,ES,ESP,46723749,2,0,0,0,,
2020-02-22,22,2,2020,0,0,Spain,ES,ESP,46723749,2,0,0,0,,
2020-02-23,23,2,2020,0,0,Spain,ES,ESP,46723749,2,0,0,0,,
2020-02-24,24,2,2020,0,0,Spain,ES,ESP,46723749,2,0,0,0,,
2020-02-25,25,2,2020,1,0,Spain,ES,ESP,46723749,3,0,0,0,,
2020-02-26,26,2,2020,4,0,Spain,ES,ESP,46723749,7,0,0,0,,
2020-02-27,27,2,2020,5,0,Spain,ES,ESP,46723749,12,0,1,0,,
2020-02-28,28,2,2020,13,0,Spain,ES,ESP,46723749,25,0,2,0,,
2020-02-29,29,2,2020,9,0,Spain,ES,ESP,46723749,34,0,3,0,,
2020-03-01,1,3,2020,32,0,Spain,ES,ESP,46723749,66,0,4,0,,
2020-03-02,2,3,2020,17,0,Spain,ES,ESP,46723749,83,0,5,0,,
2020-03-03,3,3,2020,31,0,Spain,ES,ESP,46723749,114,0,6,0,,
2020-03-04,4,3,2020,37,0,Spain,ES,ESP,46723749,151,0,7,0,,
2020-03-05,5,3,2020,49,1,Spain,ES,ESP,46723749,200,1,8,0,,
2020-03-06,6,3,2020,61,2,Spain,ES,ESP,46723749,261,3,9,0,,
2020-03-07,7,3,2020,113,2,Spain,ES,ESP,46723749,374,5,10,1,,
2020-03-08,8,3,2020,56,0,Spain,ES,ESP,46723749,430,5,11,2,,
2020-03-09,9,3,2020,159,0,Spain,ES,ESP,46723749,589,5,12,3,,
2020-03-10,10,3,2020,615,23,Spain,ES,ESP,46723749,1204,28,13,4,,
2020-03-11,11,3,2020,435,7,Spain,ES,ESP,46723749,1639,35,14,5,,
2020-03-12,12,3,2020,501,12,Spain,ES,ESP,46723749,2140,47,15,6,,
2020-03-13,13,3,2020,864,37,Spain,ES,ESP,46723749,3004,84,16,7,,
2020-03-14,14,3,2020,1227,37,Spain,ES,ESP,46723749,4231,121,17,8,,
2020-03-15,15,3,2020,1522,15,Spain,ES,ESP,46723749,5753,136,18,9,,
2020-03-16,16,3,2020,2000,152,Spain,ES,ESP,46723749,7753,288,19,10,,
2020-03-17,17,3,2020,1438,21,Spain,ES,ESP,46723749,9191,309,20,11,,
2020-03-18,18,3,2020,1987,182,Spain,ES,ESP,46723749,11178,491,21,12,,
2020-03-19,19,3,2020,2538,107,Spain,ES,ESP,46723749,13716,598,22,13,,
2020-03-20,20,3,2020,3431,169,Spain,ES,ESP,46723749,17147,767,23,14,,
2020-03-21,21,3,2020,2833,235,Spain,ES,ESP,46723749,19980,1002,24,15,,
2020-03-22,22,3,2020,4946,324,Spain,ES,ESP,46723749,24926,1326,25,16,,
2020-03-23,23,3,2020,3646,394,Spain,ES,ESP,46723749,28572,1720,26,17,,
2020-03-24,24,3,2020,4517,462,Spain,ES,ESP,46723749,33089,2182,27,18,,
2020-03-25,25,3,2020,6584,514,Spain,ES,ESP,46723749,39673,2696,28,19,,
2020-03-26,26,3,2020,7937,738,Spain,ES,ESP,46723749,47610,3434,29,20,,
2020-03-27,27,3,2020,8578,655,Spain,ES,ESP,46723749,56188,4089,30,21,,
2020-03-28,28,3,2020,7871,769,Spain,ES,ESP,46723749,64059,4858,31,22,,
2020-03-29,29,3,2020,8189,832,Spain,ES,ESP,46723749,72248,5690,32,23,,
2020-03-30,30,3,2020,6549,838,Spain,ES,ESP,46723749,78797,6528,33,24,,
2020-03-31,31,3,2020,6398,812,Spain,ES,ESP,46723749,85195,7340,34,25,,
2020-04-01,1,4,2020,9222,849,Spain,ES,ESP,46723749,94417,8189,35,26,,
2020-04-02,2,4,2020,7719,864,Spain,ES,ESP,46723749,102136,9053,36,27,,
2020-04-03,3,4,2020,8102,950,Spain,ES,ESP,46723749,110238,10003,37,28,,
2020-04-04,4,4,2020,7472,932,Spain,ES,ESP,46723749,117710,10935,38,29,,
2020-04-05,5,4,2020,7026,809,Spain,ES,ESP,46723749,124736,11744,39,30,,
2020-04-06,6,4,2020,6023,674,Spain,ES,ESP,46723749,130759,12418,40,31,,
2019-12-31,31,12,2019,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-01,1,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-02,2,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-03,3,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-04,4,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-05,5,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-06,6,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-07,7,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-08,8,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-09,9,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-10,10,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-11,11,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-12,12,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-13,13,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-14,14,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-15,15,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-16,16,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-17,17,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-18,18,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-19,19,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-20,20,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-21,21,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-22,22,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-23,23,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-24,24,1,2020,0,0,France,FR,FRA,66987244,0,0,0,0,,
2020-01-25,25,1,2020,3,0,France,FR,FRA,66987244,3,0,0,0,,
2020-01-26,26,1,2020,0,0,France,FR,FRA,66987244,3,0,0,0,,
2020-01-27,27,1,2020,0,0,France,FR,FRA,66987244,3,0,0,0,,
2020-01-28,28,1,2020,0,0,France,FR,FRA,66987244,3,0,0,0,,
2020-01-29,29,1,2020,1,0,France,FR,FRA,66987244,4,0,0,0,,
2020-01-30,30,1,2020,1,0,France,FR,FRA,66987244,5,0,0,0,,
2020-01-31,31,1,2020,1,0,France,FR,FRA,66987244,6,0,0,0,,
2020-02-01,1,2,2020,0,0,France,FR,FRA,66987244,6,0,0,0,,
2020-02-02,2,2,2020,0,0,France,FR,FRA,66987244,6,0,0,0,,
2020-02-03,3,2,2020,0,0,France,FR,FRA,66987244,6,0,0,0,,
2020-02-04,4,2,2020,0,0,France,FR,FRA,66987244,6,0,0,0,,
2020-02-05,5,2,2020,0,0,France,FR,FRA,66987244,6,0,0,0,,
2020-02-06,6,2,2020,0,0,France,FR,FRA,66987244,6,0,0,0,,
2020-02-07,7,2,2020,0,0,France,FR,FRA,66987244,6,0,0,0,,
2020-02-08,8,2,2020,5,0,France,FR,FRA,66987244,11,0,1,0,,
2020-02-09,9,2,2020,0,0,France,FR,FRA,66987244,11,0,2,0,,
2020-02-10,10,2,2020,0,0,France,FR,FRA,66987244,11,0,3,0,,
2020-02-11,11,2,2020,0,0,France,FR,FRA,66987244,11,0,4,0,,
2020-02-12,12,2,2020,0,0,France,FR,FRA,66987244,11,0,5,0,,
2020-02-13,13,2,2020,0,0,France,FR,FRA,66987244,11,0,6,0,,
2020-02-14,14,2,2020,0,0,France,FR,FRA,66987244,11,0,7,0,,
2020-02-15,15,2,2020,0,1,France,FR,FRA,66987244,11,1,8,0,,
2020-02-16,16,2,2020,0,0,France,FR,FRA,66987244,11,1,9,0,,
2020-02-17,17,2,2020,1,0,France,FR,FRA,66987244,12,1,10,0,,
2020-02-18,18,2,2020,0,0,France,FR,FRA,66987244,12,1,11,0,,
2020-02-19,19,2,2020,0,0,France,FR,FRA,66987244,12,1,12,0,,
2020-02-20,20,2,2020,0,0,France,FR,FRA,66987244,12,1,13,0,,
2020-02-21,21,2,2020,0,0,France,FR,FRA,66987244,12,1,14,0,,
2020-02-22,22,2,2020,0,0,France,FR,FRA,66987244,12,1,15,0,,
2020-02-23,23,2,2020,0,0,France,FR,FRA,66987244,12,1,16,0,,
2020-02-24,24,2,2020,0,0,France,FR,FRA,66987244,12,1,17,0,,
2020-02-25,25,2,2020,0,0,France,FR,FRA,66987244,12,1,18,0,,
2020-02-26,26,2,2020,2,0,France,FR,FRA,66987244,14,1,19,0,,
2020-02-27,27,2,2020,3,1,France,FR,FRA,66987244,17,2,20,0,,
2020-02-28,28,2,2020,21,0,France,FR,FRA,66987244,38,2,21,0,,
2020-02-29,29,2,2020,19,0,France,FR,FRA,66987244,57,2,22,0,,
2020-03-01,1,3,2020,43,0,France,FR,FRA,66987244,100,2,23,0,,
2020-03-02,2,3,2020,30,0,France,FR,FRA,66987244,130,2,24,0,,
2020-03-03,3,3,2020,48,1,France,FR,FRA,66987244,178,3,25,0,,
2020-03-04,4,3,2020,34,1,France,FR,FRA,66987244,212,4,26,0,,
2020-03-05,5,3,2020,73,0,France,FR,FRA,66987244,285,4,27,0,,
2020-03-06,6,3,2020,138,3,France,FR,FRA,66987244,423,7,28,1,,
2020-03-07,7,3,2020,190,2,France,FR,FRA,66987244,613,9,29,2,,
2020-03-08,8,3,2020,103,1,France,FR,FRA,66987244,716,10,30,3,,
2020-03-09,9,3,2020,410,9,France,FR,FRA,66987244,1126,19,31,4,,
2020-03-10,10,3,2020,286,11,France,FR,FRA,66987244,1412,30,32,5,,
2020-03-11,11,3,2020,372,3,France,FR,FRA,66987244,1784,33,33,6,,
2020-03-12,12,3,2020,497,15,France,FR,FRA,66987244,2281,48,34,7,,
2020-03-13,13,3,2020,595,13,France,FR,FRA,66987244,2876,61,35,8,,
2020-03-14,14,3,2020,785,18,France,FR,FRA,66987244,3661,79,36,9,,
2020-03-15,15,3,2020,838,12,France,FR,FRA,66987244,4499,91,37,10,,
2020-03-16,16,3,2020,924,36,France,FR,FRA,66987244,5423,127,38,11,,
2020-03-17,17,3,2020,1210,21,France,FR,FRA,66987244,6633,148,39,12,,
2020-03-18,18,3,2020,1097,27,France,FR,FRA,66987244,7730,175,40,13,,
2020-03-19,19,3,2020,1404,69,France,FR,FRA,66987244,9134,244,41,14,,
2020-03-20,20,3,2020,1861,128,France,FR,FRA,66987244,10995,372,42,15,,
2020-03-21,21,3,2020,1617,78,France,FR,FRA,66987244,12612,450,43,16,,
2020-03-22,22,3,2020,1847,112,France,FR,FRA,66987244,14459,562,44,17,,
2020-03-23,23,3,2020,1559,112,France,FR,FRA,66987244,16018,674,45,18,,
2020-03-24,24,3,2020,3838,186,France,FR,FRA,66987244,19856,860,46,19,,
2020-03-25,25,3,2020,2446,240,France,FR,FRA,66987244,22302,1100,47,20,,
2020-03-26,26,3,2020,2931,231,France,FR,FRA,66987244,25233,1331,48,21,,
2020-03-27,27,3,2020,3922,365,France,FR,FRA,66987244,29155,1696,49,22,,
2020-03-28,28,3,2020,3809,299,France,FR,FRA,66987244,32964,1995,50,23,,
2020-03-29,29,3,2020,4611,319,France,FR,FRA,66987244,37575,2314,51,24,,
2020-03-30,30,3,2020,2599,292,France,FR,FRA,66987244,40174,2606,52,25,,
2020-03-31,31,3,2020,4376,418,France,FR,FRA,66987244,44550,3024,53,26,,
2020-04-01,1,4,2020,7578,499,France,FR,FRA,66987244,52128,3523,54,27,,
2020-04-02,2,4,2020,4861,509,France,FR,FRA,66987244,56989,4032,55,28,,
2020-04-03,3,4,2020,2116,471,France,FR,FRA,66987244,59105,4503,56,29,,
2020-04-04,4,4,2020,5233,2004,France,FR,FRA,66987244,64338,6507,57,30,,
2020-04-05,5,4,2020,4267,1053,France,FR,FRA,66987244,68605,7560,58,31,,
2020-04-06,6,4,2020,1873,518,France,FR,FRA,66987244,70478,8078,59,32,,
2019-12-31,31,12,2019,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-01,1,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-02,2,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-03,3,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-04,4,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-05,5,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-06,6,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-07,7,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-08,8,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-09,9,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-10,10,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-11,11,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-12,12,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-13,13,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-14,14,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-15,15,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-16,16,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-17,17,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-18,18,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-19,19,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-20,20,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-21,21,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-22,22,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-23,23,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-24,24,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-25,25,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-26,26,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-27,27,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-28,28,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-29,29,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-30,30,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-31,31,1,2020,2,0,United_Kingdom,UK,GBR,66488991,2,0,0,0,,
2020-02-01,1,2,2020,0,0,United_Kingdom,UK,GBR,66488991,2,0,0,0,,
2020-02-02,2,2,2020,0,0,United_Kingdom,UK,GBR,66488991,2,0,0,0,,
2020-02-03,3,2,2020,0,0,United_Kingdom,UK,GBR,66488991,2,0,0,0,,
2020-02-04,4,2,2020,0,0,United_Kingdom,UK,GBR,66488991,2,0,0,0,,
2020-02-05,5,2,2020,0,0,United_Kingdom,UK,GBR,66488991,2,0,0,0,,
2020-02-06,6,2,2020,0,0,United_Kingdom,UK,GBR,66488991,2,0,0,0,,
2020-02-07,7,2,2020,1,0,United_Kingdom,UK,GBR,66488991,3,0,0,0,,
2020-02-08,8,2,2020,0,0,United_Kingdom,UK,GBR,66488991,3,0,0,0,,
2020-02-09,9,2,2020,1,0,United_Kingdom,UK,GBR,66488991,4,0,0,0,,
2020-02-10,10,2,2020,0,0,United_Kingdom,UK,GBR,66488991,4,0,0,0,,
2020-02-11,11,2,2020,4,0,United_Kingdom,UK,GBR,66488991,8,0,0,0,,
2020-02-12,12,2,2020,0,0,United_Kingdom,UK,GBR,66488991,8,0,0,0,,
2020-02-13,13,2,2020,1,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-14,14,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-15,15,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-16,16,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-17,17,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-18,18,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-19,19,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-20,20,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-21,21,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-22,22,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-23,23,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-24,24,2,2020,4,0,United_Kingdom,UK,GBR,66488991,13,0,1,0,,
2020-02-25,25,2,2020,0,0,United_Kingdom,UK,GBR,66488991,13,0,2,0,,
2020-02-26,26,2,2020,0,0,United_Kingdom,UK,GBR,66488991,13,0,3,0,,
2020-02-27,27,2,2020,0,0,United_Kingdom,UK,GBR,66488991,13,0,4,0,,
2020-02-28,28,2,2020,3,0,United_Kingdom,UK,GBR,66488991,16,0,5,0,,
2020-02-29,29,2,2020,2,0,United_Kingdom,UK,GBR,66488991,18,0,6,0,,
2020-03-01,1,3,2020,5,0,United_Kingdom,UK,GBR,66488991,23,0,7,0,,
2020-03-02,2,3,2020,13,0,United_Kingdom,UK,GBR,66488991,36,0,8,0,,
2020-03-03,3,3,2020,4,0,United_Kingdom,UK,GBR,66488991,40,0,9,0,,
2020-03-04,4,3,2020,11,0,United_Kingdom,UK,GBR,66488991,51,0,10,0,,
2020-03-05,5,3,2020,34,0,United_Kingdom,UK,GBR,66488991,85,0,11,0,,
2020-03-06,6,3,2020,30,1,United_Kingdom,UK,GBR,66488991,115,1,12,0,,
2020-03-07,7,3,2020,48,0,United_Kingdom,UK,GBR,66488991,163,1,13,0,,
2020-03-08,8,3,2020,43,1,United_Kingdom,UK,GBR,66488991,206,2,14,0,,
2020-03-09,9,3,2020,67,1,United_Kingdom,UK,GBR,66488991,273,3,15,0,,
2020-03-10,10,3,2020,48,2,United_Kingdom,UK,GBR,66488991,321,5,16,1,,
2020-03-11,11,3,2020,52,1,United_Kingdom,UK,GBR,66488991,373,6,17,2,,
2020-03-12,12,3,2020,83,0,United_Kingdom,UK,GBR,66488991,456,6,18,3,,
2020-03-13,13,3,2020,134,4,United_Kingdom,UK,GBR,66488991,590,10,19,4,,
2020-03-14,14,3,2020,117,0,United_Kingdom,UK,GBR,66488991,707,10,20,5,,
2020-03-15,15,3,2020,433,11,United_Kingdom,UK,GBR,66488991,1140,21,21,6,,
2020-03-16,16,3,2020,251,14,United_Kingdom,UK,GBR,66488991,1391,35,22,7,,
2020-03-17,17,3,2020,152,20,United_Kingdom,UK,GBR,66488991,1543,55,23,8,,
2020-03-18,18,3,2020,407,5,United_Kingdom,UK,GBR,66488991,1950,60,24,9,,
2020-03-19,19,3,2020,680,43,United_Kingdom,UK,GBR,66488991,2630,103,25,10,,
2020-03-20,20,3,2020,647,41,United_Kingdom,UK,GBR,66488991,3277,144,26,11,,
2020-03-21,21,3,2020,706,33,United_Kingdom,UK,GBR,66488991,3983,177,27,12,,
2020-03-22,22,3,2020,1035,56,United_Kingdom,UK,GBR,66488991,5018,233,28,13,,
2020-03-23,23,3,2020,665,48,United_Kingdom,UK,GBR,66488991,5683,281,29,14,,
2020-03-24,24,3,2020,967,54,United_Kingdom,UK,GBR,66488991,6650,335,30,15,,
2020-03-25,25,3,2020,1427,87,United_Kingdom,UK,GBR,66488991,8077,422,31,16,,
2020-03-26,26,3,2020,1452,41,United_Kingdom,UK,GBR,66488991,9529,463,32,17,,
2020-03-27,27,3,2020,2129,115,United_Kingdom,UK,GBR,66488991,11658,578,33,18,,
2020-03-28,28,3,2020,2885,181,United_Kingdom,UK,GBR,66488991,14543,759,34,19,,
2020-03-29,29,3,2020,2546,260,United_Kingdom,UK,GBR,66488991,17089,1019,35,20,,
2020-03-30,30,3,2020,2433,209,United_Kingdom,UK,GBR,66488991,19522,1228,36,21,,
2020-03-31,31,3,2020,2619,180,United_Kingdom,UK,GBR,66488991,22141,1408,37,22,,
2020-04-01,1,4,2020,3009,381,United_Kingdom,UK,GBR,66488991,25150,1789,38,23,,
2020-04-02,2,4,2020,4324,743,United_Kingdom,UK,GBR,66488991,29474,2532,39,24,,
2020-04-03,3,4,2020,4244,389,United_Kingdom,UK,GBR,66488991,33718,2921,40,25,,
2020-04-04,4,4,2020,4450,684,United_Kingdom,UK,GBR,66488991,38168,3605,41,26,,
2020-04-05,5,4,2020,3735,708,United_Kingdom,UK,GBR,66488991,41903,4313,42,27,,
2020-04-06,6,4,2020,5903,621,United_Kingdom,UK,GBR,66488991,47806,4934,43,28,,
2019-12-31,31,12,2019,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-01,1,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-02,2,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-03,3,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-04,4,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-05,5,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-06,6,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-07,7,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-08,8,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-09,9,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-10,10,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-11,11,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-12,12,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-13,13,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-14,14,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-15,15,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-16,16,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-17,17,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-18,18,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-19,19,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-20,20,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-21,21,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-22,22,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-23,23,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-24,24,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-25,25,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-26,26,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-27,27,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-28,28,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-29,29,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-30,30,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-31,31,1,2020,3,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-01,1,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-02,2,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-03,3,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-04,4,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-05,5,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-06,6,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-07,7,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-08,8,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-09,9,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-10,10,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
